name,sqftband,psfband_pred
nv residences,"(0.0, 1.0]","(1.0, 2.0]"
nv residences,"(1.0, 1.5]","(1.0, 2.0]"
nyon,"(0.0, 1.0]","(2.0, 3.0]"
nyon,"(1.0, 1.5]","(2.0, 3.0]"
nyon,"(1.5, 2.0]","(2.0, 3.0]"
oasis @ elias,"(0.0, 1.0]","(0.0, 1.0]"
oasis @ elias,"(1.0, 1.5]","(1.0, 2.0]"
oasis @ elias,"(1.5, 2.0]","(1.0, 2.0]"
oceanfront suites,"(0.0, 1.0]","(1.0, 2.0]"
oei tiong ham park residences,"(3.0, 4.0]","(2.0, 3.0]"
oei tiong ham park residences,"(4.0, 5.0]","(2.0, 3.0]"
oei tiong ham park residences,"(5.0, 15.0]","(2.0, 3.0]"
okio,"(0.0, 1.0]","(2.0, 3.0]"
ola,"(0.0, 1.0]","(1.0, 2.0]"
ola,"(1.0, 1.5]","(1.0, 2.0]"
ola,"(1.5, 2.0]","(1.0, 2.0]"
oleanas residence,"(1.5, 2.0]","(2.0, 3.0]"
oleander towers,"(1.0, 1.5]","(1.0, 2.0]"
olloi,"(0.0, 1.0]","(1.0, 2.0]"
olloi,"(1.0, 1.5]","(1.0, 2.0]"
onan suites,"(0.0, 1.0]","(1.0, 2.0]"
one @ pulasan,"(0.0, 1.0]","(1.0, 2.0]"
one amber,"(0.0, 1.0]","(2.0, 3.0]"
one amber,"(1.0, 1.5]","(2.0, 3.0]"
one balmoral,"(0.0, 1.0]","(2.0, 3.0]"
one balmoral,"(1.5, 2.0]","(2.0, 3.0]"
one balmoral,"(2.5, 3.0]","(2.0, 3.0]"
one balmoral,"(3.0, 4.0]","(3.0, 4.0]"
one bernam,"(0.0, 1.0]","(2.0, 3.0]"
one bernam,"(1.0, 1.5]","(2.0, 3.0]"
one bernam,"(1.5, 2.0]","(4.0, 5.0]"
one bernam,"(4.0, 5.0]","(4.0, 5.0]"
one chatsworth,"(3.0, 4.0]","(3.0, 4.0]"
one chatsworth,"(5.0, 15.0]","(4.0, 5.0]"
one devonshire,"(0.0, 1.0]","(3.0, 4.0]"
one devonshire,"(1.0, 1.5]","(2.0, 3.0]"
one draycott,"(0.0, 1.0]","(3.0, 4.0]"
one draycott,"(1.0, 1.5]","(2.0, 3.0]"
one duchess,"(0.0, 1.0]","(2.0, 3.0]"
one dusun residences,"(0.0, 1.0]","(1.0, 2.0]"
one eighties residences,"(0.0, 1.0]","(1.0, 2.0]"
one fort,"(1.0, 1.5]","(1.0, 2.0]"
one holland village residences,"(0.0, 1.0]","(2.0, 3.0]"
one holland village residences,"(1.0, 1.5]","(2.0, 3.0]"
one holland village residences,"(1.5, 2.0]","(3.0, 4.0]"
one holland village residences,"(2.0, 2.5]","(3.0, 4.0]"
one holland village residences,"(3.0, 4.0]","(3.0, 4.0]"
one jervois,"(1.0, 1.5]","(2.0, 3.0]"
one leicester,"(1.0, 1.5]","(1.0, 2.0]"
one meyer,"(0.0, 1.0]","(2.0, 3.0]"
one meyer,"(1.0, 1.5]","(2.0, 3.0]"
one oxley rise,"(0.0, 1.0]","(2.0, 3.0]"
one oxley rise,"(1.0, 1.5]","(2.0, 3.0]"
one pearl bank,"(0.0, 1.0]","(2.0, 3.0]"
one pearl bank,"(1.0, 1.5]","(2.0, 3.0]"
one pearl bank,"(2.5, 3.0]","(3.0, 4.0]"
one pearl bank,"(5.0, 15.0]","(3.0, 4.0]"
one shenton,"(0.0, 1.0]","(2.0, 3.0]"
one shenton,"(1.0, 1.5]","(2.0, 3.0]"
one shenton,"(1.5, 2.0]","(2.0, 3.0]"
one shenton,"(2.0, 2.5]","(2.0, 3.0]"
one shenton,"(5.0, 15.0]","(2.0, 3.0]"
one tree hill residence,"(0.0, 1.0]","(2.0, 3.0]"
one tree hill residence,"(1.0, 1.5]","(2.0, 3.0]"
one-north eden,"(0.0, 1.0]","(2.0, 3.0]"
one-north eden,"(1.0, 1.5]","(2.0, 3.0]"
one-north residences,"(0.0, 1.0]","(1.0, 2.0]"
one-north residences,"(1.0, 1.5]","(1.0, 2.0]"
one-north residences,"(1.5, 2.0]","(1.0, 2.0]"
one-north residences,"(3.0, 4.0]","(1.0, 2.0]"
onerobey,"(1.0, 1.5]","(1.0, 2.0]"
onze @ tanjong pagar,"(0.0, 1.0]","(2.0, 3.0]"
onze @ tanjong pagar,"(1.0, 1.5]","(2.0, 3.0]"
opal suites,"(0.0, 1.0]","(1.0, 2.0]"
opal suites,"(4.0, 5.0]","(2.0, 3.0]"
opera estate,"(1.0, 1.5]","(2.0, 3.0]"
opera estate,"(5.0, 15.0]","(0.0, 1.0]"
optima @ tanah merah,"(0.0, 1.0]","(1.0, 2.0]"
optima @ tanah merah,"(1.0, 1.5]","(1.0, 2.0]"
optima @ tanah merah,"(1.5, 2.0]","(1.0, 2.0]"
orange grove residences,"(2.0, 2.5]","(2.0, 3.0]"
orange grove residences,"(2.5, 3.0]","(2.0, 3.0]"
orchard court,"(1.0, 1.5]","(1.0, 2.0]"
orchard scotts,"(0.0, 1.0]","(2.0, 3.0]"
orchard scotts,"(1.0, 1.5]","(1.0, 2.0]"
orchard scotts,"(1.5, 2.0]","(1.0, 2.0]"
orchard scotts,"(2.0, 2.5]","(2.0, 3.0]"
orchard view,"(2.5, 3.0]","(2.0, 3.0]"
orchid park condominium,"(0.0, 1.0]","(0.0, 1.0]"
orchid park condominium,"(1.0, 1.5]","(0.0, 1.0]"
orion,"(1.5, 2.0]","(2.0, 3.0]"
oue twin peaks,"(0.0, 1.0]","(3.0, 4.0]"
oue twin peaks,"(1.0, 1.5]","(3.0, 4.0]"
oue twin peaks,"(1.5, 2.0]","(3.0, 4.0]"
owen road,"(1.0, 1.5]","(0.0, 1.0]"
oxford suites,"(1.0, 1.5]","(1.0, 2.0]"
oxley edge,"(0.0, 1.0]","(2.0, 3.0]"
oxley edge,"(1.0, 1.5]","(2.0, 3.0]"
oxley residence,"(5.0, 15.0]","(1.0, 2.0]"
oxley road,"(1.0, 1.5]","(1.0, 2.0]"
palazzetto,"(0.0, 1.0]","(1.0, 2.0]"
palm galleria,"(2.5, 3.0]","(1.0, 2.0]"
palm gardens,"(1.0, 1.5]","(0.0, 1.0]"
palm haven,"(2.0, 2.5]","(0.0, 1.0]"
palm isles,"(0.0, 1.0]","(1.0, 2.0]"
palm isles,"(1.0, 1.5]","(1.0, 2.0]"
palm oasis,"(0.0, 1.0]","(1.0, 2.0]"
palm spring,"(2.5, 3.0]","(2.0, 3.0]"
palm tree nines,"(1.5, 2.0]","(1.0, 2.0]"
palmera east,"(0.0, 1.0]","(1.0, 2.0]"
pandan valley,"(1.0, 1.5]","(1.0, 2.0]"
pandan valley,"(1.5, 2.0]","(1.0, 2.0]"
pandan valley,"(2.5, 3.0]","(1.0, 2.0]"
pandan valley,"(3.0, 4.0]","(1.0, 2.0]"
pandan valley,"(5.0, 15.0]","(1.0, 2.0]"
paradise palms,"(1.0, 1.5]","(2.0, 3.0]"
parbury hill condominium,"(0.0, 1.0]","(1.0, 2.0]"
parc bleu,"(0.0, 1.0]","(1.0, 2.0]"
parc bleu,"(1.0, 1.5]","(1.0, 2.0]"
parc botannia,"(0.0, 1.0]","(1.0, 2.0]"
parc botannia,"(1.0, 1.5]","(1.0, 2.0]"
parc canberra,"(0.0, 1.0]","(1.0, 2.0]"
parc canberra,"(1.0, 1.5]","(1.0, 2.0]"
parc centennial,"(1.0, 1.5]","(1.0, 2.0]"
parc centennial,"(1.5, 2.0]","(2.0, 3.0]"
parc centennial,"(2.5, 3.0]","(1.0, 2.0]"
parc central residences,"(0.0, 1.0]","(1.0, 2.0]"
parc central residences,"(1.0, 1.5]","(1.0, 2.0]"
parc centros,"(0.0, 1.0]","(1.0, 2.0]"
parc centros,"(1.0, 1.5]","(1.0, 2.0]"
parc centros,"(2.5, 3.0]","(1.0, 2.0]"
parc clematis,"(0.0, 1.0]","(1.0, 2.0]"
parc clematis,"(1.0, 1.5]","(1.0, 2.0]"
parc clematis,"(1.5, 2.0]","(1.0, 2.0]"
parc clematis,"(2.5, 3.0]","(1.0, 2.0]"
parc clematis,"(3.0, 4.0]","(1.0, 2.0]"
parc elegance,"(0.0, 1.0]","(1.0, 2.0]"
parc elegance,"(1.0, 1.5]","(1.0, 2.0]"
parc elegance,"(1.5, 2.0]","(1.0, 2.0]"
parc emily,"(0.0, 1.0]","(2.0, 3.0]"
parc esta,"(0.0, 1.0]","(2.0, 3.0]"
parc esta,"(1.0, 1.5]","(1.0, 2.0]"
parc greenwich,"(0.0, 1.0]","(1.0, 2.0]"
parc greenwich,"(1.0, 1.5]","(1.0, 2.0]"
parc haven,"(1.0, 1.5]","(1.0, 2.0]"
parc imperial,"(0.0, 1.0]","(1.0, 2.0]"
parc imperial,"(1.0, 1.5]","(1.0, 2.0]"
parc komo,"(0.0, 1.0]","(1.0, 2.0]"
parc komo,"(1.0, 1.5]","(1.0, 2.0]"
parc komo,"(1.5, 2.0]","(1.0, 2.0]"
parc life,"(0.0, 1.0]","(1.0, 2.0]"
parc mackenzie,"(0.0, 1.0]","(1.0, 2.0]"
parc oasis,"(1.0, 1.5]","(1.0, 2.0]"
parc oasis,"(1.5, 2.0]","(1.0, 2.0]"
parc olympia,"(0.0, 1.0]","(1.0, 2.0]"
parc olympia,"(1.0, 1.5]","(1.0, 2.0]"
parc olympia,"(1.5, 2.0]","(1.0, 2.0]"
parc palais,"(1.0, 1.5]","(1.0, 2.0]"
parc palais,"(2.5, 3.0]","(1.0, 2.0]"
parc regency,"(1.0, 1.5]","(1.0, 2.0]"
parc riviera,"(0.0, 1.0]","(1.0, 2.0]"
parc riviera,"(1.0, 1.5]","(1.0, 2.0]"
parc rosewood,"(0.0, 1.0]","(1.0, 2.0]"
parc rosewood,"(1.0, 1.5]","(0.0, 1.0]"
parc rosewood,"(1.5, 2.0]","(0.0, 1.0]"
parc rosewood,"(2.0, 2.5]","(0.0, 1.0]"
parc somme,"(0.0, 1.0]","(1.0, 2.0]"
parc sophia,"(0.0, 1.0]","(1.0, 2.0]"
parc vera,"(0.0, 1.0]","(1.0, 2.0]"
parc vera,"(3.0, 4.0]","(0.0, 1.0]"
parc vista,"(1.0, 1.5]","(1.0, 2.0]"
park 1 suites,"(0.0, 1.0]","(1.0, 2.0]"
park 1 suites,"(1.0, 1.5]","(1.0, 2.0]"
park colonial,"(0.0, 1.0]","(2.0, 3.0]"
park colonial,"(1.0, 1.5]","(2.0, 3.0]"
park east,"(1.5, 2.0]","(1.0, 2.0]"
park east,"(2.0, 2.5]","(1.0, 2.0]"
park green,"(1.0, 1.5]","(1.0, 2.0]"
park green,"(1.5, 2.0]","(0.0, 1.0]"
park infinia at wee nam,"(0.0, 1.0]","(2.0, 3.0]"
park infinia at wee nam,"(1.0, 1.5]","(2.0, 3.0]"
park infinia at wee nam,"(3.0, 4.0]","(2.0, 3.0]"
park natura,"(1.5, 2.0]","(1.0, 2.0]"
park natura,"(2.0, 2.5]","(1.0, 2.0]"
park nova,"(1.0, 1.5]","(4.0, 5.0]"
park nova,"(2.0, 2.5]","(4.0, 5.0]"
park nova,"(2.5, 3.0]","(5.0, 6.5]"
park nova,"(3.0, 4.0]","(5.0, 6.5]"
park nova,"(4.0, 5.0]","(5.0, 6.5]"
park place residences at plq,"(0.0, 1.0]","(2.0, 3.0]"
park place residences at plq,"(1.0, 1.5]","(1.0, 2.0]"
park residences kovan,"(0.0, 1.0]","(2.0, 3.0]"
parkshore,"(1.0, 1.5]","(2.0, 3.0]"
parkshore,"(2.0, 2.5]","(2.0, 3.0]"
parksuites,"(0.0, 1.0]","(2.0, 3.0]"
parksuites,"(1.0, 1.5]","(2.0, 3.0]"
parksuites,"(3.0, 4.0]","(2.0, 3.0]"
parkview apartments,"(0.0, 1.0]","(0.0, 1.0]"
parkview apartments,"(1.0, 1.5]","(0.0, 1.0]"
parkway apartment,"(3.0, 4.0]","(2.0, 3.0]"
parkwood residences,"(0.0, 1.0]","(1.0, 2.0]"
parkwood residences,"(1.0, 1.5]","(1.0, 2.0]"
parkwood residences,"(1.5, 2.0]","(1.0, 2.0]"
parkwood residences,"(4.0, 5.0]","(0.0, 1.0]"
parvis,"(1.0, 1.5]","(2.0, 3.0]"
parvis,"(1.5, 2.0]","(2.0, 3.0]"
parvis,"(2.0, 2.5]","(2.0, 3.0]"
parvis,"(2.5, 3.0]","(2.0, 3.0]"
pasir ris 8,"(0.0, 1.0]","(1.0, 2.0]"
pasir ris 8,"(1.0, 1.5]","(1.0, 2.0]"
pasir ris 8,"(1.5, 2.0]","(1.0, 2.0]"
pasir ris central street 3,"(1.0, 1.5]","(1.0, 2.0]"
pasir ris heights,"(0.0, 1.0]","(1.0, 2.0]"
pasir ris heights,"(1.0, 1.5]","(1.0, 2.0]"
pasir ris heights,"(2.5, 3.0]","(1.0, 2.0]"
paterson residence,"(1.0, 1.5]","(2.0, 3.0]"
paterson residence,"(4.0, 5.0]","(2.0, 3.0]"
paterson suites,"(1.5, 2.0]","(2.0, 3.0]"
paterson suites,"(2.0, 2.5]","(2.0, 3.0]"
paterson suites,"(4.0, 5.0]","(3.0, 4.0]"
paterson suites,"(5.0, 15.0]","(3.0, 4.0]"
pavilion 11,"(1.0, 1.5]","(2.0, 3.0]"
pavilion 11,"(4.0, 5.0]","(1.0, 2.0]"
pavilion square,"(0.0, 1.0]","(1.0, 2.0]"
peak residence,"(0.0, 1.0]","(2.0, 3.0]"
peak residence,"(1.0, 1.5]","(2.0, 3.0]"
pebble bay,"(0.0, 1.0]","(1.0, 2.0]"
pebble bay,"(1.0, 1.5]","(1.0, 2.0]"
pebble bay,"(1.5, 2.0]","(1.0, 2.0]"
pebble bay,"(2.0, 2.5]","(1.0, 2.0]"
pebble bay,"(2.5, 3.0]","(1.0, 2.0]"
penrose,"(0.0, 1.0]","(1.0, 2.0]"
penrose,"(1.0, 1.5]","(1.0, 2.0]"
people's park centre,"(4.0, 5.0]","(0.0, 1.0]"
people's park complex,"(0.0, 1.0]","(1.0, 2.0]"
people's park complex,"(1.0, 1.5]","(1.0, 2.0]"
people's park complex,"(1.5, 2.0]","(1.0, 2.0]"
perfect ten,"(0.0, 1.0]","(3.0, 4.0]"
perfect ten,"(1.0, 1.5]","(3.0, 4.0]"
perfect ten,"(1.5, 2.0]","(2.0, 3.0]"
petit jervois,"(0.0, 1.0]","(3.0, 4.0]"
petit jervois,"(1.0, 1.5]","(3.0, 4.0]"
phoenix avenue,"(0.0, 1.0]","(1.0, 2.0]"
phoenix garden,"(1.0, 1.5]","(1.0, 2.0]"
phoenix residences,"(0.0, 1.0]","(1.0, 2.0]"
phoenix residences,"(1.0, 1.5]","(1.0, 2.0]"
phoenix road,"(0.0, 1.0]","(1.0, 2.0]"
piermont grand,"(1.0, 1.5]","(1.0, 2.0]"
piermont grand,"(1.5, 2.0]","(1.0, 2.0]"
pine grove,"(1.5, 2.0]","(1.0, 2.0]"
pinetree condominium,"(1.0, 1.5]","(2.0, 3.0]"
pinevale,"(1.0, 1.5]","(0.0, 1.0]"
pinnacle 16,"(1.0, 1.5]","(1.0, 2.0]"
platinum edge,"(0.0, 1.0]","(1.0, 2.0]"
pollen & bleu,"(0.0, 1.0]","(2.0, 3.0]"
pollen & bleu,"(1.0, 1.5]","(2.0, 3.0]"
pollen & bleu,"(1.5, 2.0]","(2.0, 3.0]"
poshgrove east,"(1.5, 2.0]","(1.0, 2.0]"
presidio,"(0.0, 1.0]","(1.0, 2.0]"
prestige heights,"(0.0, 1.0]","(1.0, 2.0]"
prestige point,"(0.0, 1.0]","(1.0, 2.0]"
prestige point,"(1.0, 1.5]","(1.0, 2.0]"
prime residence,"(0.0, 1.0]","(1.0, 2.0]"
primedge,"(0.0, 1.0]","(1.0, 2.0]"
prince charles crescent,"(0.0, 1.0]","(2.0, 3.0]"
principal garden,"(0.0, 1.0]","(2.0, 3.0]"
principal garden,"(1.0, 1.5]","(2.0, 3.0]"
pristine heights,"(1.0, 1.5]","(1.0, 2.0]"
pristine heights,"(2.0, 2.5]","(1.0, 2.0]"
provence residence,"(0.0, 1.0]","(1.0, 2.0]"
provence residence,"(1.0, 1.5]","(1.0, 2.0]"
ps100,"(0.0, 1.0]","(3.0, 4.0]"
pullman residences newton,"(0.0, 1.0]","(3.0, 4.0]"
pullman residences newton,"(1.0, 1.5]","(2.0, 3.0]"
punggol central,"(0.0, 1.0]","(1.0, 2.0]"
punggol central,"(1.0, 1.5]","(1.0, 2.0]"
punggol drive,"(1.5, 2.0]","(0.0, 1.0]"
punggol field,"(0.0, 1.0]","(1.0, 2.0]"
punggol field,"(1.0, 1.5]","(1.0, 2.0]"
q bay residences,"(0.0, 1.0]","(1.0, 2.0]"
q bay residences,"(1.0, 1.5]","(1.0, 2.0]"
qube suites,"(0.0, 1.0]","(1.0, 2.0]"
queens,"(0.0, 1.0]","(1.0, 2.0]"
queens,"(1.0, 1.5]","(1.0, 2.0]"
queens,"(2.0, 2.5]","(1.0, 2.0]"
queens peak,"(0.0, 1.0]","(2.0, 3.0]"
questa @ dunman,"(0.0, 1.0]","(1.0, 2.0]"
quinterra,"(1.0, 1.5]","(1.0, 2.0]"
quinterra,"(1.5, 2.0]","(1.0, 2.0]"
r maison,"(0.0, 1.0]","(1.0, 2.0]"
race course 138,"(0.0, 1.0]","(1.0, 2.0]"
race course 138,"(1.0, 1.5]","(1.0, 2.0]"
race course 138,"(1.5, 2.0]","(1.0, 2.0]"
race course mansion,"(1.0, 1.5]","(1.0, 2.0]"
rafflesia condominium,"(0.0, 1.0]","(1.0, 2.0]"
rafflesia condominium,"(1.0, 1.5]","(1.0, 2.0]"
rajah tower,"(2.0, 2.5]","(1.0, 2.0]"
rangoon 88,"(0.0, 1.0]","(1.0, 2.0]"
rangoon apartments,"(1.0, 1.5]","(1.0, 2.0]"
reflections at keppel bay,"(0.0, 1.0]","(2.0, 3.0]"
reflections at keppel bay,"(1.0, 1.5]","(1.0, 2.0]"
reflections at keppel bay,"(1.5, 2.0]","(1.0, 2.0]"
reflections at keppel bay,"(2.0, 2.5]","(2.0, 3.0]"
reflections at keppel bay,"(2.5, 3.0]","(2.0, 3.0]"
reflections at keppel bay,"(3.0, 4.0]","(2.0, 3.0]"
reflections at keppel bay,"(4.0, 5.0]","(1.0, 2.0]"
reflections at keppel bay,"(5.0, 15.0]","(2.0, 3.0]"
regal 35,"(0.0, 1.0]","(1.0, 2.0]"
regal court,"(0.0, 1.0]","(1.0, 2.0]"
regency park,"(2.0, 2.5]","(2.0, 3.0]"
regency park,"(3.0, 4.0]","(2.0, 3.0]"
regent grove,"(1.0, 1.5]","(1.0, 2.0]"
regent heights,"(1.0, 1.5]","(0.0, 1.0]"
regent park,"(0.0, 1.0]","(1.0, 2.0]"
regent residences,"(0.0, 1.0]","(1.0, 2.0]"
regent residences,"(1.0, 1.5]","(1.0, 2.0]"
regis mansions,"(1.0, 1.5]","(1.0, 2.0]"
reignwood hamilton scotts,"(2.5, 3.0]","(3.0, 4.0]"
reignwood hamilton scotts,"(3.0, 4.0]","(4.0, 5.0]"
reignwood hamilton scotts,"(5.0, 15.0]","(4.0, 5.0]"
residence twenty-two,"(0.0, 1.0]","(1.0, 2.0]"
residence twenty-two,"(1.0, 1.5]","(1.0, 2.0]"
residences 88,"(0.0, 1.0]","(1.0, 2.0]"
residences @ evelyn,"(1.0, 1.5]","(2.0, 3.0]"
residences @ killiney,"(1.0, 1.5]","(2.0, 3.0]"
residences @ killiney,"(1.5, 2.0]","(2.0, 3.0]"
residences @ killiney,"(2.0, 2.5]","(2.0, 3.0]"
residences @ somme,"(0.0, 1.0]","(1.0, 2.0]"
residences at 338a,"(1.0, 1.5]","(2.0, 3.0]"
residences at emerald hill,"(2.0, 2.5]","(2.0, 3.0]"
residences botanique,"(0.0, 1.0]","(1.0, 2.0]"
rezi 24,"(0.0, 1.0]","(2.0, 3.0]"
rezi 24,"(1.0, 1.5]","(1.0, 2.0]"
rezi 26,"(0.0, 1.0]","(1.0, 2.0]"
rezi 26,"(1.0, 1.5]","(1.0, 2.0]"
rezi 35,"(0.0, 1.0]","(1.0, 2.0]"
rezi 3two,"(0.0, 1.0]","(1.0, 2.0]"
rhapsody on mount elizabeth,"(1.0, 1.5]","(2.0, 3.0]"
rhapsody on mount elizabeth,"(1.5, 2.0]","(2.0, 3.0]"
rhapsody on mount elizabeth,"(3.0, 4.0]","(2.0, 3.0]"
rich.residence,"(4.0, 5.0]","(0.0, 1.0]"
richmond park,"(1.0, 1.5]","(2.0, 3.0]"
rio gardens,"(0.0, 1.0]","(1.0, 2.0]"
rio vista,"(1.0, 1.5]","(1.0, 2.0]"
ripple bay,"(0.0, 1.0]","(1.0, 2.0]"
ripple bay,"(1.0, 1.5]","(1.0, 2.0]"
ripple bay,"(2.5, 3.0]","(1.0, 2.0]"
ris grandeur,"(1.0, 1.5]","(1.0, 2.0]"
ritz @ farrer,"(0.0, 1.0]","(1.0, 2.0]"
ritz @ farrer,"(1.0, 1.5]","(1.0, 2.0]"
ritz mansion,"(1.0, 1.5]","(1.0, 2.0]"
ritz regency,"(1.0, 1.5]","(1.0, 2.0]"
rivage,"(1.5, 2.0]","(2.0, 3.0]"
river isles,"(0.0, 1.0]","(1.0, 2.0]"
river isles,"(1.0, 1.5]","(1.0, 2.0]"
river isles,"(1.5, 2.0]","(1.0, 2.0]"
river place,"(0.0, 1.0]","(1.0, 2.0]"
river place,"(1.0, 1.5]","(1.0, 2.0]"
river place,"(1.5, 2.0]","(1.0, 2.0]"
river place,"(2.0, 2.5]","(1.0, 2.0]"
river valley apartments,"(1.0, 1.5]","(1.0, 2.0]"
river valley road,"(0.0, 1.0]","(2.0, 3.0]"
river valley road,"(1.0, 1.5]","(2.0, 3.0]"
river valley road,"(1.5, 2.0]","(3.0, 4.0]"
riverbank @ fernvale,"(0.0, 1.0]","(1.0, 2.0]"
riverbank @ fernvale,"(1.0, 1.5]","(1.0, 2.0]"
riverbay,"(0.0, 1.0]","(1.0, 2.0]"
rivercove residences,"(0.0, 1.0]","(1.0, 2.0]"
rivercove residences,"(1.0, 1.5]","(1.0, 2.0]"
riveredge,"(1.0, 1.5]","(1.0, 2.0]"
riveredge,"(1.5, 2.0]","(1.0, 2.0]"
riverfront residences,"(0.0, 1.0]","(1.0, 2.0]"
riverfront residences,"(1.0, 1.5]","(1.0, 2.0]"
riverfront residences,"(1.5, 2.0]","(1.0, 2.0]"
riverfront residences,"(2.0, 2.5]","(1.0, 2.0]"
rivergate,"(1.0, 1.5]","(3.0, 4.0]"
rivergate,"(1.5, 2.0]","(3.0, 4.0]"
rivergate,"(2.0, 2.5]","(2.0, 3.0]"
riveria gardens,"(0.0, 1.0]","(2.0, 3.0]"
riveria gardens,"(1.0, 1.5]","(2.0, 3.0]"
riveria gardens,"(2.0, 2.5]","(2.0, 3.0]"
riveria gardens,"(2.5, 3.0]","(2.0, 3.0]"
riverparc residence,"(1.0, 1.5]","(1.0, 2.0]"
riverparc residence,"(1.5, 2.0]","(0.0, 1.0]"
riverparc residence,"(2.0, 2.5]","(0.0, 1.0]"
riversails,"(0.0, 1.0]","(1.0, 2.0]"
riversails,"(1.0, 1.5]","(1.0, 2.0]"
riversails,"(1.5, 2.0]","(1.0, 2.0]"
riverside 48,"(0.0, 1.0]","(2.0, 3.0]"
riversound residence,"(0.0, 1.0]","(1.0, 2.0]"
riversound residence,"(1.0, 1.5]","(1.0, 2.0]"
riversound residence,"(2.5, 3.0]","(0.0, 1.0]"
rivertrees residences,"(0.0, 1.0]","(1.0, 2.0]"
rivertrees residences,"(1.0, 1.5]","(1.0, 2.0]"
rivervale crest,"(1.0, 1.5]","(0.0, 1.0]"
rivervale crest,"(1.5, 2.0]","(0.0, 1.0]"
riviera 38,"(0.0, 1.0]","(1.0, 2.0]"
riviera 38,"(1.0, 1.5]","(1.0, 2.0]"
riviera residences,"(1.0, 1.5]","(1.0, 2.0]"
riz haven,"(0.0, 1.0]","(1.0, 2.0]"
riz haven,"(1.0, 1.5]","(1.0, 2.0]"
riz haven,"(2.0, 2.5]","(1.0, 2.0]"
robertson 100,"(0.0, 1.0]","(2.0, 3.0]"
robertson 100,"(1.0, 1.5]","(2.0, 3.0]"
robertson blue,"(1.5, 2.0]","(2.0, 3.0]"
robertson edge,"(0.0, 1.0]","(2.0, 3.0]"
robin residences,"(0.0, 1.0]","(2.0, 3.0]"
robin residences,"(1.0, 1.5]","(2.0, 3.0]"
robin residences,"(1.5, 2.0]","(2.0, 3.0]"
robin residences,"(2.0, 2.5]","(2.0, 3.0]"
robin suites,"(0.0, 1.0]","(2.0, 3.0]"
robin suites,"(1.0, 1.5]","(2.0, 3.0]"
robinson suites,"(0.0, 1.0]","(2.0, 3.0]"
robinson suites,"(1.0, 1.5]","(2.0, 3.0]"
rochelle at newton,"(1.0, 1.5]","(2.0, 3.0]"
rochelle at newton,"(1.5, 2.0]","(2.0, 3.0]"
rochelle at newton,"(2.0, 2.5]","(1.0, 2.0]"
rochelle at newton,"(4.0, 5.0]","(1.0, 2.0]"
rochester drive,"(0.0, 1.0]","(1.0, 2.0]"
rochester drive,"(1.5, 2.0]","(1.0, 2.0]"
roots @ transit,"(0.0, 1.0]","(1.0, 2.0]"
rose maison,"(1.0, 1.5]","(1.0, 2.0]"
rosevale,"(1.0, 1.5]","(2.0, 3.0]"
rosewood,"(0.0, 1.0]","(1.0, 2.0]"
rosewood,"(1.0, 1.5]","(0.0, 1.0]"
rosewood,"(1.5, 2.0]","(0.0, 1.0]"
rosewood suites,"(1.0, 1.5]","(1.0, 2.0]"
rosewood suites,"(1.5, 2.0]","(0.0, 1.0]"
rosewood suites,"(2.5, 3.0]","(0.0, 1.0]"
rosyth ville,"(2.0, 2.5]","(1.0, 2.0]"
roxy square,"(1.0, 1.5]","(1.0, 2.0]"
royal court,"(1.0, 1.5]","(1.0, 2.0]"
royal hallmark,"(0.0, 1.0]","(2.0, 3.0]"
royal hallmark,"(1.0, 1.5]","(1.0, 2.0]"
royal hallmark,"(1.5, 2.0]","(1.0, 2.0]"
royal hallmark,"(2.0, 2.5]","(1.0, 2.0]"
royalgreen,"(0.0, 1.0]","(2.0, 3.0]"
royalgreen,"(1.0, 1.5]","(3.0, 4.0]"
rv altitude,"(0.0, 1.0]","(3.0, 4.0]"
rv edge,"(0.0, 1.0]","(2.0, 3.0]"
rv point,"(0.0, 1.0]","(2.0, 3.0]"
rv residences,"(0.0, 1.0]","(2.0, 3.0]"
rv residences,"(1.0, 1.5]","(2.0, 3.0]"
rv suites,"(0.0, 1.0]","(2.0, 3.0]"
rymden 77,"(0.0, 1.0]","(1.0, 2.0]"
rymden 77,"(1.0, 1.5]","(1.0, 2.0]"
rymden 77,"(1.5, 2.0]","(1.0, 2.0]"
sage,"(2.5, 3.0]","(5.0, 6.5]"
sage,"(3.0, 4.0]","(3.0, 4.0]"
sage,"(4.0, 5.0]","(3.0, 4.0]"
saint patrick's road,"(2.0, 2.5]","(1.0, 2.0]"
saint patrick's road,"(2.5, 3.0]","(1.0, 2.0]"
saint patrick's road,"(3.0, 4.0]","(1.0, 2.0]"
sanctuary @ 813,"(0.0, 1.0]","(1.0, 2.0]"
sanctuary @ 813,"(1.0, 1.5]","(1.0, 2.0]"
sanctuary green,"(0.0, 1.0]","(1.0, 2.0]"
sanctuary green,"(1.0, 1.5]","(1.0, 2.0]"
sandalwood,"(2.5, 3.0]","(1.0, 2.0]"
sant ritz,"(0.0, 1.0]","(1.0, 2.0]"
sant ritz,"(1.0, 1.5]","(1.0, 2.0]"
savannah condopark,"(0.0, 1.0]","(1.0, 2.0]"
savannah condopark,"(1.0, 1.5]","(0.0, 1.0]"
savannah condopark,"(2.5, 3.0]","(0.0, 1.0]"
