name,sqftband,psfband_pred
vacanza @ east,"(0.0, 1.0]","(1.0, 2.0]"
vacanza @ east,"(1.0, 1.5]","(1.0, 2.0]"
vacanza @ east,"(1.5, 2.0]","(1.0, 2.0]"
valley park,"(0.0, 1.0]","(2.0, 3.0]"
valley park,"(1.0, 1.5]","(2.0, 3.0]"
valley park,"(3.0, 4.0]","(2.0, 3.0]"
van holland,"(0.0, 1.0]","(3.0, 4.0]"
van holland,"(1.0, 1.5]","(3.0, 4.0]"
van holland,"(1.5, 2.0]","(2.0, 3.0]"
vanadium,"(1.0, 1.5]","(1.0, 2.0]"
varsity park condominium,"(1.0, 1.5]","(1.0, 2.0]"
venezio,"(1.0, 1.5]","(1.0, 2.0]"
ventura view,"(1.0, 1.5]","(1.0, 2.0]"
verdale,"(0.0, 1.0]","(1.0, 2.0]"
verdale,"(1.0, 1.5]","(1.0, 2.0]"
verdale,"(1.5, 2.0]","(1.0, 2.0]"
verdure,"(0.0, 1.0]","(2.0, 3.0]"
verdure,"(1.0, 1.5]","(2.0, 3.0]"
verdure,"(1.5, 2.0]","(2.0, 3.0]"
verticus,"(0.0, 1.0]","(2.0, 3.0]"
verticus,"(1.0, 1.5]","(2.0, 3.0]"
vertis,"(0.0, 1.0]","(1.0, 2.0]"
vertis,"(1.5, 2.0]","(1.0, 2.0]"
vibes @ east coast,"(0.0, 1.0]","(1.0, 2.0]"
vibes @ kovan,"(0.0, 1.0]","(1.0, 2.0]"
vibes@upper serangoon,"(0.0, 1.0]","(1.0, 2.0]"
victoria street,"(0.0, 1.0]","(2.0, 3.0]"
vida,"(0.0, 1.0]","(2.0, 3.0]"
vida,"(1.0, 1.5]","(3.0, 4.0]"
viento,"(0.0, 1.0]","(1.0, 2.0]"
view at kismis,"(0.0, 1.0]","(1.0, 2.0]"
view at kismis,"(1.0, 1.5]","(1.0, 2.0]"
view at kismis,"(5.0, 15.0]","(1.0, 2.0]"
viio @ balestier,"(0.0, 1.0]","(2.0, 3.0]"
villa azura,"(1.0, 1.5]","(2.0, 3.0]"
villa azura,"(1.5, 2.0]","(1.0, 2.0]"
villa azura,"(2.0, 2.5]","(1.0, 2.0]"
villa delle rose,"(2.5, 3.0]","(1.0, 2.0]"
villa delle rose,"(3.0, 4.0]","(2.0, 3.0]"
villa marina,"(1.0, 1.5]","(1.0, 2.0]"
villa marina,"(2.0, 2.5]","(1.0, 2.0]"
villa martia,"(1.0, 1.5]","(1.0, 2.0]"
village @ pasir panjang,"(1.0, 1.5]","(1.0, 2.0]"
village @ pasir panjang,"(1.5, 2.0]","(1.0, 2.0]"
visioncrest,"(0.0, 1.0]","(2.0, 3.0]"
visioncrest,"(1.0, 1.5]","(2.0, 3.0]"
vista residences,"(0.0, 1.0]","(1.0, 2.0]"
vista residences,"(1.0, 1.5]","(1.0, 2.0]"
vitra,"(1.0, 1.5]","(1.0, 2.0]"
viva,"(1.0, 1.5]","(2.0, 3.0]"
viva,"(1.5, 2.0]","(2.0, 3.0]"
viva,"(2.0, 2.5]","(2.0, 3.0]"
viva,"(3.0, 4.0]","(2.0, 3.0]"
viva,"(4.0, 5.0]","(2.0, 3.0]"
viva,"(5.0, 15.0]","(2.0, 3.0]"
viva vista,"(0.0, 1.0]","(1.0, 2.0]"
viva vista,"(1.0, 1.5]","(1.0, 2.0]"
vivace,"(0.0, 1.0]","(2.0, 3.0]"
viz at holland,"(0.0, 1.0]","(2.0, 3.0]"
viz at holland,"(2.5, 3.0]","(1.0, 2.0]"
vogx,"(1.0, 1.5]","(1.0, 2.0]"
volari,"(1.0, 1.5]","(2.0, 3.0]"
volari,"(1.5, 2.0]","(3.0, 4.0]"
vue 8 residence,"(0.0, 1.0]","(1.0, 2.0]"
vue 8 residence,"(1.0, 1.5]","(1.0, 2.0]"
water place,"(1.0, 1.5]","(1.0, 2.0]"
water place,"(1.5, 2.0]","(1.0, 2.0]"
waterbank at dakota,"(0.0, 1.0]","(1.0, 2.0]"
waterbank at dakota,"(1.0, 1.5]","(1.0, 2.0]"
waterbank at dakota,"(2.5, 3.0]","(1.0, 2.0]"
waterbay,"(1.0, 1.5]","(1.0, 2.0]"
waterbay,"(2.0, 2.5]","(0.0, 1.0]"
watercolours,"(0.0, 1.0]","(1.0, 2.0]"
watercolours,"(1.0, 1.5]","(0.0, 1.0]"
watercolours,"(1.5, 2.0]","(0.0, 1.0]"
watercolours,"(2.0, 2.5]","(0.0, 1.0]"
watercrest,"(1.0, 1.5]","(1.0, 2.0]"
watercrest,"(1.5, 2.0]","(1.0, 2.0]"
waterfall gardens,"(1.5, 2.0]","(2.0, 3.0]"
waterfall gardens,"(2.0, 2.5]","(2.0, 3.0]"
waterfall gardens,"(4.0, 5.0]","(2.0, 3.0]"
waterford residence,"(0.0, 1.0]","(2.0, 3.0]"
waterford residence,"(1.0, 1.5]","(2.0, 3.0]"
waterford residence,"(1.5, 2.0]","(1.0, 2.0]"
waterford residence,"(2.0, 2.5]","(1.0, 2.0]"
waterford residence,"(3.0, 4.0]","(3.0, 4.0]"
waterfront @ faber,"(0.0, 1.0]","(1.0, 2.0]"
waterfront @ faber,"(1.0, 1.5]","(1.0, 2.0]"
waterfront gold,"(0.0, 1.0]","(1.0, 2.0]"
waterfront gold,"(1.0, 1.5]","(1.0, 2.0]"
waterfront isle,"(0.0, 1.0]","(1.0, 2.0]"
waterfront isle,"(1.0, 1.5]","(1.0, 2.0]"
waterfront key,"(0.0, 1.0]","(1.0, 2.0]"
waterfront key,"(1.0, 1.5]","(1.0, 2.0]"
waterfront key,"(1.5, 2.0]","(1.0, 2.0]"
waterfront waves,"(0.0, 1.0]","(1.0, 2.0]"
waterfront waves,"(1.0, 1.5]","(1.0, 2.0]"
watermark robertson quay,"(0.0, 1.0]","(2.0, 3.0]"
watermark robertson quay,"(1.0, 1.5]","(2.0, 3.0]"
waterscape at cavenagh,"(0.0, 1.0]","(2.0, 3.0]"
waterscape at cavenagh,"(1.0, 1.5]","(2.0, 3.0]"
waterscape at cavenagh,"(1.5, 2.0]","(2.0, 3.0]"
watertown,"(0.0, 1.0]","(1.0, 2.0]"
watertown,"(1.0, 1.5]","(1.0, 2.0]"
watertown,"(1.5, 2.0]","(1.0, 2.0]"
waterview,"(0.0, 1.0]","(1.0, 2.0]"
waterview,"(1.0, 1.5]","(1.0, 2.0]"
waterview,"(1.5, 2.0]","(1.0, 2.0]"
waterview,"(3.0, 4.0]","(0.0, 1.0]"
waterview,"(4.0, 5.0]","(0.0, 1.0]"
waterwoods,"(1.0, 1.5]","(1.0, 2.0]"
waterwoods,"(1.5, 2.0]","(1.0, 2.0]"
west bay condominium,"(1.0, 1.5]","(1.0, 2.0]"
west coast crescent,"(1.0, 1.5]","(1.0, 2.0]"
west coast crescent,"(3.0, 4.0]","(1.0, 2.0]"
west coast crescent,"(4.0, 5.0]","(0.0, 1.0]"
west coast walk,"(1.5, 2.0]","(1.0, 2.0]"
west park regency,"(1.0, 1.5]","(1.0, 2.0]"
westcove condominium,"(0.0, 1.0]","(1.0, 2.0]"
westcove condominium,"(1.0, 1.5]","(1.0, 2.0]"
westcove condominium,"(3.0, 4.0]","(1.0, 2.0]"
westcove condominium,"(4.0, 5.0]","(0.0, 1.0]"
westmere,"(1.0, 1.5]","(1.0, 2.0]"
westwood avenue,"(1.0, 1.5]","(1.0, 2.0]"
westwood residences,"(1.0, 1.5]","(1.0, 2.0]"
whampoa drive,"(1.0, 1.5]","(1.0, 2.0]"
whistler grand,"(0.0, 1.0]","(1.0, 2.0]"
whistler grand,"(1.0, 1.5]","(1.0, 2.0]"
whistler grand,"(2.0, 2.5]","(1.0, 2.0]"
white house residences,"(3.0, 4.0]","(2.0, 3.0]"
white house residences,"(4.0, 5.0]","(2.0, 3.0]"
white house residences,"(5.0, 15.0]","(2.0, 3.0]"
whitehaven,"(0.0, 1.0]","(1.0, 2.0]"
whitehaven,"(1.0, 1.5]","(1.0, 2.0]"
whitehaven,"(1.5, 2.0]","(1.0, 2.0]"
whitewater,"(1.0, 1.5]","(1.0, 2.0]"
wilkie 80,"(0.0, 1.0]","(2.0, 3.0]"
wilkie 87,"(1.0, 1.5]","(1.0, 2.0]"
wilkie regency,"(0.0, 1.0]","(1.0, 2.0]"
wilkie studio,"(1.0, 1.5]","(2.0, 3.0]"
wilkie studio,"(1.5, 2.0]","(1.0, 2.0]"
wilshire residences,"(0.0, 1.0]","(2.0, 3.0]"
wilshire residences,"(1.0, 1.5]","(2.0, 3.0]"
windermere,"(1.0, 1.5]","(0.0, 1.0]"
wing fong court,"(0.0, 1.0]","(1.0, 2.0]"
wing fong court,"(1.0, 1.5]","(1.0, 2.0]"
wing fong mansions,"(1.0, 1.5]","(1.0, 2.0]"
wing on life garden,"(3.0, 4.0]","(2.0, 3.0]"
woodgrove avenue,"(0.0, 1.0]","(1.0, 2.0]"
woodgrove condominium,"(1.5, 2.0]","(0.0, 1.0]"
woodgrove condominium,"(2.0, 2.5]","(0.0, 1.0]"
woodhaven,"(0.0, 1.0]","(1.0, 2.0]"
woodhaven,"(1.0, 1.5]","(1.0, 2.0]"
woodhaven,"(3.0, 4.0]","(0.0, 1.0]"
woodlands drive 16,"(1.0, 1.5]","(0.0, 1.0]"
woodsvale,"(1.0, 1.5]","(0.0, 1.0]"
woodsville 28,"(0.0, 1.0]","(1.0, 2.0]"
woodsville 28,"(2.0, 2.5]","(1.0, 2.0]"
woodsville mansions,"(1.0, 1.5]","(1.0, 2.0]"
worthington,"(1.0, 1.5]","(1.0, 2.0]"
yew mei green,"(1.0, 1.5]","(0.0, 1.0]"
yewtee residences,"(0.0, 1.0]","(1.0, 2.0]"
yewtee residences,"(1.0, 1.5]","(1.0, 2.0]"
yishun avenue 1,"(1.0, 1.5]","(1.0, 2.0]"
yishun close,"(0.0, 1.0]","(1.0, 2.0]"
yishun close,"(1.0, 1.5]","(1.0, 2.0]"
yishun emerald,"(0.0, 1.0]","(1.0, 2.0]"
yishun emerald,"(1.0, 1.5]","(0.0, 1.0]"
yishun emerald,"(1.5, 2.0]","(0.0, 1.0]"
yishun ring road,"(0.0, 1.0]","(1.0, 2.0]"
yishun sapphire,"(1.0, 1.5]","(0.0, 1.0]"
yong an park,"(1.5, 2.0]","(2.0, 3.0]"
yong an park,"(3.0, 4.0]","(2.0, 3.0]"
yong an park,"(5.0, 15.0]","(1.0, 2.0]"
yong siak street,"(0.0, 1.0]","(1.0, 2.0]"
yong siak street,"(1.0, 1.5]","(2.0, 3.0]"
zedge,"(0.0, 1.0]","(1.0, 2.0]"
zenith,"(0.0, 1.0]","(2.0, 3.0]"
zenith,"(1.0, 1.5]","(2.0, 3.0]"
zenith,"(2.0, 2.5]","(1.0, 2.0]"
zyanya,"(0.0, 1.0]","(2.0, 3.0]"
zyanya,"(1.0, 1.5]","(1.0, 2.0]"
